data_name,System,Variable ID,Section on Systems Map,Variable Name,Description,Value,Unit,Source organisation,Weblink,Tags
Apr_2023,Transport,n_266,Mode Choice & Demand,Urban Vs Rural Population,,,,,,
Apr_2023,Transport,n_267,Mode Choice & Demand,Distance to Utilities/Work,,,,,,
Apr_2023,Transport,n_268,Mode Choice & Demand,Distance Of Journeys,,,,,,
Apr_2023,Transport,n_269,Mode Choice & Demand,Attractiveness Of Car Travel,,,,,,
Apr_2023,Transport,n_270,Mode Choice & Demand,Attractiveness Of Cycle Travel,,,,,,
Apr_2023,Transport,n_271,Mode Choice & Demand,Cycle Journeys,,,,,,
Apr_2023,Transport,n_272,Mode Choice & Demand,Walk Journeys,,,,,,
Apr_2023,Transport,n_273,Mode Choice & Demand,Public Health,,,,,,
Apr_2023,Transport,n_274,Mode Choice & Demand,Cycling Infrastucture,,,,,,
Apr_2023,Transport,n_275,Mode Choice & Demand,Public Transport Affordability,,,,,,
Apr_2023,Transport,n_276,Mode Choice & Demand,Attractiveness Of Public Transport,,,,,,
Apr_2023,Transport,n_277,Mode Choice & Demand,Confidence Using Public Transport,,,,,,
Apr_2023,Transport,n_278,Mode Choice & Demand,Safety Of Public Transport,,,,,,
Apr_2023,Transport,n_279,Mode Choice & Demand,Reliability Of Public Transport,,,,,,
Apr_2023,Transport,n_280,Mode Choice & Demand,Access To Public Transport Links,,,,,,
Apr_2023,Transport,n_281,Mode Choice & Demand,Connection Between Transport Modes,,,,,,
Apr_2023,Transport,n_282,Mode Choice & Demand,Available Information On Public Transport,,,,,,
Apr_2023,Transport,n_283,Mode Choice & Demand,Smart Transport Planning Technology,,,,,,
Apr_2023,Transport,n_284,Mode Choice & Demand,Accessibility Of Public Transport,,,,,,
Apr_2023,Transport,n_285,Mode Choice & Demand,Public Transport Network Coverage,,,,,,
Apr_2023,Transport,n_286,Mode Choice & Demand,Congestion On Public Transport,,,,,,
Apr_2023,Transport,n_287,Mode Choice & Demand,Ease Of Journey On Public Transport,,,,,,
Apr_2023,Transport,n_288,Mode Choice & Demand,Public Transport Service Frequency,,,,,,
Apr_2023,Transport,n_289,Mode Choice & Demand,Investment In Public Transport,,,,,,
Apr_2023,Transport,n_290,Mode Choice & Demand,Deliveries To Households,,,,,,
Apr_2023,Transport,n_291,Mode Choice & Demand,Demand For Freight,,,,,,
Apr_2023,Transport,n_341,Mode Choice & Demand,Public Transport Passenger Capacity,,,,,,
Apr_2023,Transport,n_292,Cars,Convenience Of Journey By Car,,,,,,
Apr_2023,Transport,n_293,Cars,Availability Of Parking,,,,,,
Apr_2023,Transport,n_294,Cars,Congestion On Roads,,,,,,
Apr_2023,Transport,n_295,Cars,Investment In Road Capacity,,,,,,
Apr_2023,Transport,n_296,Cars,Car Ownership,,,,,,
Apr_2023,Transport,n_297,Cars,Desire & Need To Own a Car,,,,,,
Apr_2023,Transport,n_298,Cars,Car Journeys Taken,,,,,,
Apr_2023,Transport,n_299,Cars,Emissions From Cars,,,,,,
Apr_2023,Transport,n_300,Cars,Cost Of Car Rental,,,,,,
Apr_2023,Transport,n_301,Cars,Car Journey Sharing,,,,,,
Apr_2023,Transport,n_302,Cars,Cost Of Car Travel,,,,,,
Apr_2023,Transport,n_303,Cars,Fuel Costs,,,,,,
Apr_2023,Transport,n_304,Cars,Parking Costs,,,,,,
Apr_2023,Transport,n_305,Cars,Congestion Charges & LEZs,,,,,,
Apr_2023,Transport,n_306,Cars,Cost Of Car Ownership,,,,,,
Apr_2023,Transport,n_307,Cars,Upfront Cost Of ICEVS,,,,,,
Apr_2023,Transport,n_308,Cars,Second Hand Market For ICEVs,,,,,,
Apr_2023,Transport,n_309,Cars,Relative Cost Of Evs,,,,,,
Apr_2023,Transport,n_310,Cars,Demand For Evs,,,,,,
Apr_2023,Transport,n_311,Cars,Proportion Of Cars That Are Evs,,,,,,
Apr_2023,Transport,n_312,Cars,Carbon Intensity Of Car Journeys,,,,,,
Apr_2023,Transport,n_313,Cars,Upfront Cost Of Evs,,,,,,
Apr_2023,Transport,n_314,Cars,Cost Of EV Raw Materials,,,,,,
Apr_2023,Transport,n_315,Cars,EVs On Finance Costs,,,,,,
Apr_2023,Transport,n_316,Cars,Assumed Future EV Value,,,,,,
Apr_2023,Transport,n_317,Cars,Battery Lifetime,,,,,,
Apr_2023,Transport,n_318,Cars,Manufacturer Investment In EV Technology,,,,,,
Apr_2023,Transport,n_319,Cars,Efficiency Of Evs,,,,,,
Apr_2023,Transport,n_320,Cars,Second Hand Market For EVs,,,,,,
Apr_2023,Transport,n_321,Cars,Market Certainty In Evs,,,,,,
Apr_2023,Transport,n_322,Cars,Battery Range & Charge Speed,,,,,,
Apr_2023,Transport,n_323,Cars,Perception Of EV Dependability,,,,,,
Apr_2023,Transport,n_324,Cars,Cost Of Charging Infrastucture,,,,,,
Apr_2023,Transport,n_325,Cars,Availability Of Charging Infrastucture,,,,,,
Apr_2023,Transport,n_326,Cars,Public Charging Installation,,,,,,
Apr_2023,Transport,n_327,Cars,Private Charging Installation,,,,,,
Apr_2023,Transport,n_328,Vans,Proportion Of Vans That Are Evs,,,,,,
Apr_2023,Transport,n_329,Vans,Carbon Intensity Of Van Journeys,,,,,,
Apr_2023,Transport,n_330,Vans,Emissions From Vans,,,,,,
Apr_2023,Transport,n_331,Vans,Van Journeys,,,,,,
Apr_2023,Transport,n_332,Vans,Personal Van Journeys,,,,,,
Apr_2023,Transport,n_333,Vans,Personal Van Ownership,,,,,,
Apr_2023,Transport,n_334,Vans,Van Journeys For Equipment Or Materials,,,,,,
Apr_2023,Transport,n_335,Vans,Van Journeys For Freight,,,,,,
Apr_2023,Transport,n_336,Vans,E-Cargo Delivery Bikes,,,,,,
Apr_2023,Transport,n_337,Electricity Grid,Electricity Demand,,,,,,
Apr_2023,Transport,n_338,Electricity Grid,Peak Electricity Demand,,,,,,
Apr_2023,Transport,n_339,Electricity Grid,Electricity Cost,,,,,,
Apr_2023,Transport,n_340,Electricity Grid,Need For Grid Reinforcement,,,,,,
Apr_2023,Transport,n_342,Electricity Grid,Vehicle to Grid & Home,,,,,,
Apr_2023,Transport,n_343,Electricity Grid,Carbon Intensity Of Electricity Grid,,,,,,
Apr_2023,Transport,n_345,Electricity Grid,Amount Of Smart Vs Regular Charging,,,,,,
Apr_2023,Transport,n_346,Electricity Grid,Incentives For Smart Charging,,,,,,
Apr_2023,Transport,n_347,Electricity Grid,Local Grid Free Capacity,,,,,,
Apr_2023,Transport,n_348,Aviation,Emissions From Aviation,,,,,,
Apr_2023,Transport,n_349,Aviation,Plane Journeys Taken,,,,,,
Apr_2023,Transport,n_350,Aviation,Cost Of Flights,,,,,,
Apr_2023,Transport,n_351,Aviation,Demand For Aviation Freight,,,,,,
Apr_2023,Transport,n_352,Aviation,Carbon Pricing,,,,,,
Apr_2023,Transport,n_353,Aviation,Carbon Intensity Of Aviation,,,,,,
Apr_2023,Transport,n_354,Aviation,System Efficency Of Aviation,,,,,,
Apr_2023,Transport,n_355,Aviation,Operational Efficency Of Aviation,,,,,,
Apr_2023,Transport,n_356,Aviation,Optimisation Of Plane Loading,,,,,,
Apr_2023,Transport,n_357,Aviation,Age Of Plane Fleet,,,,,,
Apr_2023,Transport,n_358,Aviation,Proportion Of Zero Emissions Planes,,,,,,
Apr_2023,Transport,n_359,Aviation,Flight Range Of Sustainable Technologies,,,,,,
Apr_2023,Transport,n_360,Aviation,Cost Of Sustainable Technologies,,,,,,
Apr_2023,Transport,n_361,Aviation,R&D Support For Sustainable Aviation,,,,,,
Apr_2023,Transport,n_362,Aviation,Airline Desire To Reduce Emissions,,,,,,
Apr_2023,Transport,n_363,Aviation,Sustainable Aviation Infrastucture,,,,,,
Apr_2023,Transport,n_364,Aviation,Targets & Legislation,,,,,,
Apr_2023,Transport,n_365,Aviation,Sustainable Aviation Fuel,,,,,,
Apr_2023,Transport,n_366,Aviation,Regulations for SAF,,,,,,
Apr_2023,Transport,n_367,Aviation,SAF Mandate,,,,,,
Apr_2023,Transport,n_368,Maritime,Emissions From Maritime,,,,,,
Apr_2023,Transport,n_369,Maritime,Maritime Journeys Taken,,,,,,
Apr_2023,Transport,n_370,Maritime,Maritime Passenger Demand,,,,,,
Apr_2023,Transport,n_371,Maritime,Maritime Freight Demand,,,,,,
Apr_2023,Transport,n_372,Maritime,Maritime Operating Costs,,,,,,
Apr_2023,Transport,n_373,Maritime,Carbon Intensity Of Maritime Travel,,,,,,
Apr_2023,Transport,n_374,Maritime,Energy Efficiency Measures On Boats,,,,,,
Apr_2023,Transport,n_375,Maritime,Low Emissions Maritime Fleet,,,,,,
Apr_2023,Transport,n_376,Maritime,Investment In Low Emissions Maritime,,,,,,
Apr_2023,Transport,n_377,Maritime,Costs Of Sustainable Maritime Technology,,,,,,
Apr_2023,Transport,n_378,Maritime,Sustainable Maritime Fuels,,,,,,
Apr_2023,Transport,n_379,Maritime,Sustainable Port Fuelling Infrastucutre,,,,,,
Apr_2023,Transport,n_380,Maritime,Shore Power,,,,,,
Apr_2023,Transport,n_381,Maritime,Retrofitting Of Vessels,,,,,,
Apr_2023,Transport,n_382,Freight,Emissions From Road Freight,,,,,,
Apr_2023,Transport,n_383,Freight,Carbon Intensity Of Road Freight /Item,,,,,,
Apr_2023,Transport,n_384,Freight,Carbon Intensity Of Freight Fuel,,,,,,
Apr_2023,Transport,n_385,Freight,Biofuels Fuels In HGVs,,,,,,
Apr_2023,Transport,n_387,Freight,Km Travelled By Road Freight In UK,,,,,,
Apr_2023,Transport,n_388,Freight,Km Travelled By Freight In UK,,,,,,
Apr_2023,Transport,n_389,Freight,Corporate Desire To Reduce Freight Emissions,,,,,,
Apr_2023,Transport,n_390,Freight,Onshoring Of Production,,,,,,
Apr_2023,Transport,n_391,Freight,Proportion Of ZEVs In Freight Fleet,,,,,,
Apr_2023,Transport,n_392,Freight,Public Freight ZEV Infrastucture,,,,,,
Apr_2023,Transport,n_393,Freight,Usability Of ZEV Freight Options,,,,,,
Apr_2023,Transport,n_394,Freight,Range & Power Of ZEV Freight Options,,,,,,
Apr_2023,Transport,n_395,Freight,Charging Speed Of HGVs,,,,,,
Apr_2023,Transport,n_396,Freight,ZEV Freight R&D,,,,,,
Apr_2023,Transport,n_398,Freight,Cost Of ZEV Freight Options,,,,,,
Apr_2023,Transport,n_399,Freight,Cost Of ZEV Freight Infrastructure,,,,,,
Apr_2023,Transport,n_400,Freight,Certainty About ZEV Freight Options,,,,,,
Apr_2023,Transport,n_401,Freight,Other Countries Deploying ZEV Freight,,,,,,
Apr_2023,Transport,n_402,Freight,Coordination For Last Mile Delivery,,,,,,
Apr_2023,Transport,n_403,Freight,Optimised Freight Loading Levels,,,,,,
Apr_2023,Transport,n_404,Freight,Empty Freight Journeys,,,,,,
Apr_2023,Transport,n_405,Freight,Just In Time Delivery,,,,,,
Apr_2023,Transport,n_406,Freight,Freight Consolidation Centres,,,,,,
Apr_2023,Transport,n_407,Rail,Emissions From Rail Freight,,,,,,
Apr_2023,Transport,n_408,Rail,Km Travelled By Rail Freight,,,,,,
Apr_2023,Transport,n_409,Rail,Freight Mode Shift To Rail,,,,,,
Apr_2023,Transport,n_410,Rail,Attractiveness Of Rail Vs Road For Freight,,,,,,
Apr_2023,Transport,n_411,Rail,Strategic Rail Freight Interchanges,,,,,,
Apr_2023,Transport,n_412,Rail,Rail Network Available Capacity,,,,,,
Apr_2023,Transport,n_413,Rail,Emissions From Passenger Rail,,,,,,
Apr_2023,Transport,n_414,Rail,Passenger Rail Journeys,,,,,,
Apr_2023,Transport,n_415,Rail,Carbon Intensity Of Passenger Rail,,,,,,
Apr_2023,Transport,n_416,Rail,Hydrogen Fuel In Trains,,,,,,
Apr_2023,Transport,n_417,Rail,Biofuels In Rail,,,,,,
Apr_2023,Transport,n_418,Rail,Carbon Intensity Of Rail Freight /Item,,,,,,
Apr_2023,Transport,n_419,Rail,Proportion Of Electrified Rail Journeys,,,,,,
Apr_2023,Transport,n_420,Rail,Electrification Of Tracks,,,,,,
Apr_2023,Transport,n_421,Rail,Availability Of DfT Rail Funding,,,,,,
Apr_2023,Transport,n_422,Rail,Train Stock Suitable For Electrification,,,,,,
Apr_2023,Transport,n_423,Rail,Bi-mode & Hydrogen Battery Trains,,,,,,
Apr_2023,Transport,n_424,Rail,Cost Of Bi-mode  & Battery Trains,,,,,,
Apr_2023,Transport,n_425,Rail,Development Of  Zero Emission Rail Technologies,,,,,,
Apr_2023,Transport,n_426,Rail,Investment in Zero Emission Rail Technology,,,,,,
Apr_2023,Transport,n_427,Rail,Investment in Zero Emission Rail Manufacturing,,,,,,
Apr_2023,Transport,n_428,Rail,Battery Trains,,,,,,
Apr_2023,Transport,n_429,Rail,Certainty Of Zero Emission Rail Technology,,,,,,
Apr_2023,Transport,n_430,Buses,Emissions From Buses & Coaches,,,,,,
Apr_2023,Transport,n_431,Buses,Bus Journeys Taken,,,,,,
Apr_2023,Transport,n_432,Buses,Carbon Intensity Of Bus & Coach Journeys,,,,,,
Apr_2023,Transport,n_433,Buses,Biofuels In Buses,,,,,,
Apr_2023,Transport,n_434,Buses,Proportion Of ZEV Buses & Coaches,,,,,,
Apr_2023,Transport,n_435,Buses,Restrictions On Non-ZEV Buses & Coaches,,,,,,
Apr_2023,Transport,n_436,Buses,Cost Of ZEV Buses & Coaches,,,,,,
Apr_2023,Transport,n_437,Buses,Government Funding For ZEBs,,,,,,
Apr_2023,Transport,n_438,Buses,Cost Of ZEV Bus & Coach Infrastucture,,,,,,
Apr_2023,Transport,n_439,Buses,ZEV Bus & Coach R&D,,,,,,
Apr_2023,Transport,n_440,Buses,Confidence In ZEV Bus & Coach Technology,,,,,,
Apr_2023,Transport,n_441,Buses,Public ZEV Coach Infrastucture,,,,,,
Apr_2023,Transport,n_442,Alternative Fuels,Biofuels in Vans & Cars,,,,,,
Apr_2023,Transport,n_443,Alternative Fuels,Manufacture Warranties For Biofuels,,,,,,
Apr_2023,Transport,n_444,Alternative Fuels,Biofuel Availability,,,,,,
Apr_2023,Transport,n_445,Alternative Fuels,Biofuel Demand,,,,,,
Apr_2023,Transport,n_446,Alternative Fuels,Regulations On Biofuel Usage,,,,,,
Apr_2023,Transport,n_447,Alternative Fuels,Cost Of Biofuels,,,,,,
Apr_2023,Transport,n_448,Alternative Fuels,Availability Of Feedstocks,,,,,,
Apr_2023,Transport,n_449,Alternative Fuels,Competition For Feedstocks,,,,,,
Apr_2023,Transport,n_450,Alternative Fuels,International Biofuel Demand,,,,,,
Apr_2023,Transport,n_451,Alternative Fuels,Availability Of Biofuel Crops,,,,,,
Apr_2023,Transport,n_452,Alternative Fuels,Cost Of Biofuel Conversion,,,,,,
Apr_2023,Transport,n_453,Alternative Fuels,Innovation In Biofuel Conversion,,,,,,
Apr_2023,Transport,n_454,Alternative Fuels,Hydrogen Availability,,,,,,
Apr_2023,Transport,n_455,Alternative Fuels,Hydrogen Production,,,,,,
Apr_2023,Transport,n_456,Alternative Fuels,Hydrogen Demand,,,,,,
Apr_2023,Transport,n_457,Alternative Fuels,Government Green Hydorgen Mandate,,,,,,
Apr_2023,Transport,n_469,Mode Choice & Demand,Bike Hire Availability,,,,,,
Apr_2023,Transport,n_470,Mode Choice & Demand,E-Bike Ownership,,,,,,
Apr_2023,Transport,n_471,Maritime,Sustainable Port Operations Infrastucutre,,,,,,
Apr_2023,Transport,n_472,Cars,Vehicle Exise Duty,,,,,,
Apr_2023,Transport,n_474,Cars,Car Club & Car Hire,,,,,,
Apr_2023,Transport,n_475,Cars,Taxi Journeys,,,,,,
Apr_2023,Transport,n_476,Cars,Size Of Cars,,,,,,
Apr_2023,Transport,n_477,Net Emissions,PM Emissions From Road Travel,,,,,,
Apr_2023,Industry,n_478,Paper,Electrification of Paper Production,,,,,,
Apr_2023,Industry,n_479,Paper,Amount of Domestic Paper Production,,,,,,
Apr_2023,Industry,n_480,Paper,Demand for Paper Products,,,,,,
Apr_2023,Industry,n_481,Paper,Use of UK Recycled Paper Fibre,,,,,,
Apr_2023,Industry,n_482,Paper,Import of Paper Pulp,,,,,,
Apr_2023,Industry,n_483,Paper,Rates of Paper  Recycling,,,,,,
Apr_2023,Industry,n_484,Paper,Use of Imported Virgin Paper Fibre,,,,,,
Apr_2023,Industry,n_485,Paper,Net Emissions from Paper,,,,,,
Apr_2023,Industry,n_486,Paper,Energy Efficiency of Paper Production,,,,,,
Apr_2023,Industry,n_487,Construction,Commercial Forestry,,,,,,
Apr_2023,Industry,n_488,Paper,Use of UK Sourced Paper Pulp,,,,,,
Apr_2023,Industry,n_489,Plastic,Import Rates of Plastic Recyclates from Abroad,,,,,,
Apr_2023,Industry,n_490,Plastic,UK Supply of Plastic Recyclates,,,,,,
Apr_2023,Industry,n_491,Plastic,Chemical Recycling of Plastic Waste,,,,,,
Apr_2023,Industry,n_492,Plastic,Fuel from Plastic Waste ,,,,,,
Apr_2023,Industry,n_493,Plastic,Export of Plastic Waste,,,,,,
Apr_2023,Industry,n_494,Plastic,Incineration of Plastic Waste,,,,,,
Apr_2023,Industry,n_495,Plastic,Carbon Intensity of Plastic Production ,,,,,,
Apr_2023,Industry,n_496,Plastic,Consumer Awareness and Ability to Recycle Plastic,,,,,,
Apr_2023,Industry,n_497,Plastic,Net Emissions from Plastic,,,,,,
Apr_2023,Industry,n_498,Plastic,Mechanical Recycling Rates,,,,,,
Apr_2023,Industry,n_499,Plastic,Volume of Down-Cycled Material (intra Business),,,,,,
Apr_2023,Industry,n_500,Plastic,Recyclability of Plastics,,,,,,
Apr_2023,Industry,n_501,Plastic,Proportion of PFAS (Harmful Chemical Plastic),,,,,,
Apr_2023,Industry,n_502,Plastic,Supply of Virgin-Quality Raw Materials for Plastic Production,,,,,,
Apr_2023,Industry,n_503,Plastic,Innovation in Sustainable Plastic Design ,,,,,,
Apr_2023,Industry,n_504,Plastic,Grade/Quality of Recyclate,,,,,,
Apr_2023,Industry,n_505,Plastic,Volume of Plastic Produced,,,,,,
Apr_2023,Industry,n_506,Plastic,Demand for Plastic Packaging,,,,,,
Apr_2023,Industry,n_507,Plastic,Use of Reusable Packaging ,,,,,,
Apr_2023,Industry,n_508,Vehicles,Use of Raw/Virgin Materials in Vehicle Manufacture,,,,,,
Apr_2023,Industry,n_509,Plastic,Public Pressure to Reduce Plastic Use ,,,,,,
Apr_2023,Industry,n_510,Plastic,Demand for Single-Use Plastic,,,,,,
Apr_2023,Industry,n_511,Plastic,Affordability of Plastic Alternatives,,,,,,
Apr_2023,Industry,n_512,Plastic,Amount of Plastic Used in Construction ,,,,,,
Apr_2023,Industry,n_513,Plastic,Use of Sustainable Aviation Fuel,,,,,,
Apr_2023,Industry,n_514,Plastic,Use of Plastic Alternatives,,,,,,
Apr_2023,Industry,n_515,Vehicles,Availability of Recyclates for Vehicle Manufacture,,,,,,
Apr_2023,Industry,n_516,Vehicles,Use of Recyclates in Vehicle Manufacture,,,,,,
Apr_2023,Industry,n_517,Vehicles,Cost of Raw/Virgin Materials,,,,,,
Apr_2023,Industry,n_518,Vehicles,Individual Vehicle Recyclability,,,,,,
Apr_2023,Industry,n_519,Vehicles,Operational Emissions from NRMM,,,,,,
Apr_2023,Industry,n_520,Vehicles,Quantity of Material (from Vehicles) Sent to Landfill,,,,,,
Apr_2023,Industry,n_521,Vehicles,Embodied Emissions of Vehicle Material Inputs,,,,,,
Apr_2023,Industry,n_522,Vehicles,UK Vehicle Average Mass,,,,,,
Apr_2023,Industry,n_523,Vehicles,Proportion of Steel to Substitute,,,,,,
Apr_2023,Industry,n_524,Vehicles,Demand for Low Carbon Car Components,,,,,,
Apr_2023,Industry,n_525,Vehicles,Government Procurement of New Vehicles,,,,,,
Apr_2023,Industry,n_526,Vehicles,Number of New UK Vehicles Produced,,,,,,
Apr_2023,Industry,n_527,Vehicles,International Consumer Demand for UK Vehicles,,,,,,
Apr_2023,Industry,n_528,Vehicles,Demand for (Non-Road Mobile Machinery) NRMM,,,,,,
Apr_2023,Industry,n_529,Vehicles,Exportation of NRMM,,,,,,
Apr_2023,Industry,n_530,Vehicles,Market for Vehicle Repair,,,,,,
Apr_2023,Industry,n_531,Vehicles,Value of Vehicle Parts,,,,,,
Apr_2023,Industry,n_532,Vehicles,UK Consumer Demand for New Vehicles,,,,,,
Apr_2023,Industry,n_533,Vehicles,Demand for Airports/Airport Activity,,,,,,
Apr_2023,Industry,n_534,Vehicles,Sea Port Activity Level,,,,,,
Apr_2023,Industry,n_535,Vehicles,Net Emissions from Vehicles,,,,,,
Apr_2023,Industry,n_536,Cement,Net Emissions from Cement,,,,,,
Apr_2023,Industry,n_537,Cement,Use of Alternative Fuels (AF) and Refuse Derived Fuels (RDF),,,,,,
Apr_2023,Industry,n_538,Cement,Carbon Intensity of Cement Production ,,,,,,
Apr_2023,Industry,n_539,Cement,CO2 Emissions from Calcination in Clinker Manufacture,,,,,,
Apr_2023,Industry,n_540,Cement,Proportion of Limestone/Clinker Used in Cement Production,,,,,,
Apr_2023,Industry,n_541,Cement,Availability of UK Low Carbon Alternatives to Clinker,,,,,,
Apr_2023,Industry,n_542,Cement,Innovation in Concrete Mix Design ,,,,,,
Apr_2023,Industry,n_543,Cement,Proportion of Low Carbon Materials in Clinker Manufacture,,,,,,
Apr_2023,Industry,n_544,Cement,Fire Resistance of Materials in Cement Production ,,,,,,
Apr_2023,Industry,n_545,Cement,"Availability of High Carbon Materials for Cement Production e.g. Pozzolans, Micellium, etc. ",,,,,,
Apr_2023,Industry,n_546,Cement,"Availability of Other Waste Materials for Cement Production e.g. Fly, Ash",,,,,,
Apr_2023,Industry,n_547,Cement,Passive Carbonation of Concrete,,,,,,
Apr_2023,Industry,n_548,Cement,Amount of Cement Production,,,,,,
Apr_2023,Industry,n_549,Cement,Demand for Timber Substitute,,,,,,
Apr_2023,Industry,n_550,Cement,Embodied Emissions of Cement Plant Infrastructure,,,,,,
Apr_2023,Industry,n_551,Cement,Demand for UK Cement,,,,,,
Apr_2023,Industry,n_552,Cement,Opportunity for Concentrated Mineralised CO2,,,,,,
Apr_2023,Industry,n_553,Cement,Proportion of Steel in Cement Infrastructure,,,,,,
Apr_2023,Industry,n_554,Cement,Demand for Concrete,,,,,,
Apr_2023,Industry,n_555,Cement,Cost of UK Production of Cement Relative to International Production ,,,,,,
Apr_2023,Industry,n_556,Cement,Demand for Mortar,,,,,,
Apr_2023,Industry,n_557,Cement,Cost of UK Labour in Cement Production,,,,,,
Apr_2023,Industry,n_558,Cement,International Standard Stringency,,,,,,
Apr_2023,Industry,n_559,Cement,Proportion of Lime Replacement,,,,,,
Apr_2023,Industry,n_560,Cement,Demand for Brick,,,,,,
Apr_2023,Industry,n_561,Cement,Proportion of Re-Used Buildings Relative to New Builds,,,,,,
Apr_2023,Industry,n_562,Steel,Net Emissions from Steel,,,,,,
Apr_2023,Industry,n_563,Steel,Domestic Steel Production,,,,,,
Apr_2023,Industry,n_564,Steel,Steel Post-Production Processing Emissions,,,,,,
Apr_2023,Industry,n_565,Steel,Amount of By-Product Process Gases Available for Reuse in Production,,,,,,
Apr_2023,Industry,n_566,Steel,Price of Iron Ore,,,,,,
Apr_2023,Industry,n_567,Steel,UK Electric Arc Furnace (EAF) Production Volume,,,,,,
Apr_2023,Industry,n_568,Steel,Availability of Virgin Iron Ore,,,,,,
Apr_2023,Industry,n_569,Steel,Cost of Electric Arc Furnace (EAF) Steel Production ,,,,,,
Apr_2023,Industry,n_570,Steel,Price of Basic Oxygen Furnace (BOF) Steel Production,,,,,,
Apr_2023,Industry,n_571,Steel,UK Blast Furnace Production Volume,,,,,,
Apr_2023,Industry,n_572,Steel,Availability of By-Product Slag,,,,,,
Apr_2023,Industry,n_573,Steel,UK Steel Plant Productivity,,,,,,
Apr_2023,Industry,n_574,Chemicals,Fertilizer production,,,,,,
Apr_2023,Industry,n_575,Steel,Demand for Scrap,,,,,,
Apr_2023,Industry,n_576,Steel,Volume of Domestic Steel Recycling,,,,,,
Apr_2023,Industry,n_577,Steel,Price of Scrap,,,,,,
Apr_2023,Industry,n_578,Steel,Quality of Scrap,,,,,,
Apr_2023,Industry,n_579,Steel,UK Emission Trading Scheme (ETS) Carbon Price,,,,,,
Apr_2023,Industry,n_580,Steel,Demand for Coke,,,,,,
Apr_2023,Industry,n_581,Steel,Supply of Scrap,,,,,,
Apr_2023,Industry,n_582,Steel,Exported Scrap,,,,,,
Apr_2023,Industry,n_583,Steel,Non-Domestic Scrap Supply,,,,,,
Apr_2023,Industry,n_584,Steel,Free Allocations to Steel Sector,,,,,,
Apr_2023,Industry,n_585,Steel,Price of Coke,,,,,,
Apr_2023,Industry,n_586,Steel,International Steel Supply,,,,,,
Apr_2023,Industry,n_587,Steel,Profit Margain on UK Steel,,,,,,
Apr_2023,Industry,n_588,Steel,Domestic Scrap Supply,,,,,,
Apr_2023,Industry,n_589,Steel,Lifetime of UK Steel Products ,,,,,,
Apr_2023,Industry,n_590,Steel,Risk of Carbon Leakage,,,,,,
Apr_2023,Industry,n_591,Steel,Price of Non-UK Steel,,,,,,
Apr_2023,Industry,n_592,Steel,Price of UK Steel,,,,,,
Apr_2023,Industry,n_593,Steel,Demand for UK Steel,,,,,,
Apr_2023,Industry,n_594,Steel,Innovation in Sustainable Design of Steel Products,,,,,,
Apr_2023,Industry,n_595,Steel,Government Annual Steel Procurement Volume,,,,,,
Apr_2023,Industry,n_596,Construction,Net Emissions from Construction,,,,,,
Apr_2023,Industry,n_597,Construction,Emissions from Demolition Process,,,,,,
Apr_2023,Industry,n_598,Construction,Demolition Rate of Buildings,,,,,,
Apr_2023,Industry,n_599,Construction,Retrofitting of Windows in Buildings,,,,,,
Apr_2023,Industry,n_600,Construction,Efficiency of Recycling Glass from Demolished Buildings ,,,,,,
Apr_2023,Industry,n_601,Construction,Cost of Building Demolition,,,,,,
Apr_2023,Industry,n_602,Construction,Complexity of Building Deconstruction,,,,,,
Apr_2023,Industry,n_603,Construction,Proportion of Biodegradable Waste in Construction,,,,,,
Apr_2023,Industry,n_604,Construction,Amount of Construction Waste Sent to Landfill,,,,,,
Apr_2023,Industry,n_605,Construction,Innovation in Low Carbon Building Design,,,,,,
Apr_2023,Industry,n_606,Construction,Supply of Salvaged / Transformed Materials for Construction,,,,,,
Apr_2023,Industry,n_607,Construction,Demand for Re-Used Materials in Construction,,,,,,
Apr_2023,Industry,n_608,Construction,Demand for Raw Materials Used in Construction,,,,,,
Apr_2023,Industry,n_609,Construction,Price of Material Salvage and Resale ,,,,,,
Apr_2023,Industry,n_610,Construction,Rate of Construction ,,,,,,
Apr_2023,Industry,n_611,Construction,Demand for Land for Civic Infrastructure ,,,,,,
Apr_2023,Industry,n_612,Construction,UK Timber Demand,,,,,,
Apr_2023,Industry,n_613,Construction,Proportion of Brownfield Sites Developed Relative to Greenfield Sites,,,,,,
Apr_2023,Industry,n_614,Construction,Amount of New Construction,,,,,,
Apr_2023,Industry,n_615,Construction,Demand for New Infrastructure,,,,,,
Apr_2023,Industry,n_616,Construction,Demand for Land for Urbanisation,,,,,,
Apr_2023,Industry,n_617,Construction,Land Used for Industrial Infrastructure,,,,,,
Apr_2023,Industry,n_618,Glass,Net Emissions from Glass,,,,,,
Apr_2023,Industry,n_619,Glass,Transport and Shipment of Glass Products,,,,,,
Apr_2023,Industry,n_620,Glass,Export of Cullet and Glass Abroad,,,,,,
Apr_2023,Industry,n_621,Glass,Import of Glass Products and Raw Materials for Glass,,,,,,
Apr_2023,Industry,n_622,Glass,Proportion of Imported Glass Cullet,,,,,,
Apr_2023,Industry,n_623,Glass,Use of Domestic Cullet,,,,,,
Apr_2023,Industry,n_624,Glass,Use of Calcined and Raw Materials,,,,,,
Apr_2023,Industry,n_625,Glass,Amount of Domestic Cullet Recycling ,,,,,,
