"","data_name","Variable.ID.A","Variable.ID.B","Relationship","Source.organisation","Justification...quantifiable","Relationship.Strength","Weblink","data_version"
"340","System Map Data: Jan_2023","n_66","n_76","Same","","Coherent Landscape management is too general to make a qualitative or quantitative assessment","Medium","",2
"341","System Map Data: Jan_2023","n_63","n_101","Same","Academic Press","Difficult to provide a quantitative estimate (no unit of measurement for 'shelter from heat'). Suggest given that the system are primarily used to provide shelter for animals, the qualitative assessment is high

""Silvopastoral systems are those that combine tree growing with the production of livestock. These systems typically include pasture systems containing trees that are widely spaced or planted in clusters throughout the pasture. This system can be found widely around the world. Although the system may be used primarily to provide shelter for animals, , it can also be used as fodder to enhance livestock feed. ""","Medium","https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/silvopastoral-systems",2
"342","System Map Data: Jan_2023","n_67","n_151","Opposite","Sustainable Agriculture Research and Education","This is a difficult relationship to estimate - both terms are very general, and this relationship would be mediated by other factors (cover crop type, soil type etc.) 

Note: the figures provided are 'average' figures, and are for the US","Low","Cover Crops Improve Soil Conditions and Prevent Pollution - SARE",2
"343","System Map Data: Jan_2023","n_67","n_31","Opposite","Annals of Applied Biology","Dependent on many variables (type of crop, type of fertiliser, region farmed, soil type) - high complexity means a qualitative or quantitative assessment cannot be reasonably made","Low","",2
"344","System Map Data: Jan_2023","n_68","n_70","Opposite","RSPB","Not possible to asses qualitatively or quantitatively. Both terms are very general, and the effect of pollution on habitat is mediated by many factors","Medium","",2
"345","System Map Data: Jan_2023","n_69","n_72","Same","","Difficult to provide a qualitative or quantitative assessment given both terms are general. However, would suggest that there is a close link between these two (as protecting land areas is an important part of conservation programs). Therefore - suggest the link is High

Although protected areas is a type of conservation programme, increases in the effectiveness of a collective set of conservation programmes may not lead to an increase in the uptake of land designation as protected areas. If there are more effective conservation programmes (separate to protected areas), efforts could be directed to them. 

Quote from source
""The concept and designation of Protected Areas represents a core effort from all those using the land and sea, whether for economic or enjoyment purposes, to protect nature more widely. Working to make Protected Areas as effective as possible will provide a host of benefits such as providing space for nature, boosting peoples’ wellbeing and health, as well as ecosystem service provision, and enabling the natural environment to be as resilient as possible to future pressures, such as from climate change and invasive species.""

Quote from alternative source 1: ""Protected areas are a cornerstone of global biodiversity conservation""","Medium","https://www.britishecologicalsociety.org/beyond-protected-areas/",2
"346","System Map Data: Jan_2023","n_69","n_80","Same","","Not quantifiable 'biodiversity' and 'effectiveness of conservation programmes' are both unclear. However - given the aim of conservation programmes is often to preserve the life of threatened flora and fauna, expect that there is a strong link to the effectiveness of these programs and improving biodiversity","Medium","",2
"347","System Map Data: Jan_2023","n_265","n_268","Same","","","Low","",2
"348","System Map Data: Jan_2023","n_266","n_265","Opposite","","","Medium","",2
"349","System Map Data: Jan_2023","n_266","n_267","Opposite","","","Medium","",2
"350","System Map Data: Jan_2023","n_266","n_280","Same","","","Medium","",2
"351","System Map Data: Jan_2023","n_70","n_80","Same","RSPB, WWF-UK, English Nature and the Wildlife Trusts","There are numerous measures for biodiversity, which makes it is difficult to assess quantitatively

Research (like the source provided) suggests that there is a clear link, and that the impact is high

Habitat quality and quantity are key factors that impact biodiversity and biodiversity 'potential' (See Box 18, pg.32)","High","Bio Impact document cover (rspb.org.uk)",2
"352","System Map Data: Jan_2023","n_70","n_73","Same","Durham Landscape","Difficult to specify given the complexity of landscape character assessments. However, hedgerows are seen to be an important part of the character of UK countryside

""Hedgerows are highly valued features of the Durham countryside, and make an enormous contribution to the character and beauty of the landscape as well as to its biodiversity and historical interest.""

(supported by alternative source 1 - Devon)","Medium","",2
"353","System Map Data: Jan_2023","n_71","n_70","Opposite","Forest Research","Difficult to quantify both (would require precise definitions and ways of measuring this). Suggest that a qualitative assessment is high, given they are closely linked.","Medium","",2
"354","System Map Data: Jan_2023","n_72","n_70","Same","Forest Research","Difficult to  provide a quantitative and qualitative assessment as habitat quality and quantity is very general term, however, suggest that a qualitative assessment would be high (given evidence such as the quote provided below)

""New urban developments can help to counteract fragmentation simply by protecting existing patches of high-quality habitat within them. Making wildlife patches larger is an important measure, as well including new kinds of habitat (such as community woodland on development land that was previously arable) for wildlife, and arranging all greenspace appropriately to encourage species movement.""","Medium","Habitat fragmentation - Practical considerations - Forest Research",2
"355","System Map Data: Jan_2023","n_72","n_71","Opposite","Forest Research","""habitat fragmentation"" is too general to assess qualitatively or quantitatively. With a more precise definition, this may be qualitatively assessed in the future","Low","",2
"356","System Map Data: Jan_2023","n_72","n_162","Opposite","","1 hectare increase in land that is protected leads to a 1 hectare decrease in land available for land use change","Medium","",2
"357","System Map Data: Jan_2023","n_73","n_75","Same","","","Medium","",2
"358","System Map Data: Jan_2023","n_74","n_1","Same","","1:1 relationship by definition","Medium","",2
"359","System Map Data: Jan_2023","n_76","n_151","Opposite","Woodlands Trust","""Tree belts and hedges act as natural barriers reducing both wind and water erosion.""

Sources, such as this (and those included at the alternative source) suggest a clear link (graded high) ","Medium","https://www.cfeonline.org.uk/value-of-trees-hedges-to-protect-natural-resources/",2
"360","System Map Data: Jan_2023","n_76","n_70","Same","Woodlands Trust","Suggest that this is High - difficult to measure quantitatively 

""Hedgerows are important, not just agriculturally for boundaries, crop management, water control and defence. They also have ecological importance, they support wildlife and insects, and can help with climate change and mitigate pollution."" (from summary)","Medium","",2
"361","System Map Data: Jan_2023","n_79","n_157","Same","MDPI","Relationship is mediated by too many factors to make a reasonable qualitative or quantitative assessment","Medium","",2
"362","System Map Data: Jan_2023","n_80","n_161","Same","","","Low","",2
"363","System Map Data: Jan_2023","n_84","n_102","Opposite","","See 'Justification, direction' - unclear of the specific link here","Medium","",2
"364","System Map Data: Jan_2023","n_76","n_73","Same","Durham Landscape","Difficult to specify given the complexity of landscape character assessments. However, hedgerows are seen to be an important part of the character of UK countryside

""Hedgerows are highly valued features of the Durham countryside, and make an enormous contribution to the character and beauty of the landscape as well as to its biodiversity and historical interest.""

(supported by alternative source 1 - Devon)","Low","http://www.durhamlandscape.info/article/10243/Hedgerows",2
"365","System Map Data: Jan_2023","n_76","n_101","Same","Aberystwyth University","Difficult to provide a quantitative estimate (no unit of measurement for 'shelter from heat'). Suggest given that the link is strong/high given quote from source

""In the summer months, heat stress can reduce milk yield in dairy herds and can adversely affect numerous biological functions relating to production in both sheep and cows, including fertility.""","Medium","https://businesswales.gov.wales/farmingconnect/news-and-events/technical-articles/benefits-hedgerows-and-trees-agriculture",2
"366","System Map Data: Jan_2023","n_76","n_131","Same","","Estimate is for a single row hedge, from Mersey forest

Note: metric looks at quantity per length only, not quality or land area (more difficult to measure)","Low","https://www.merseyforest.org.uk/howtoguides/hedgerow.pdf",2
"367","System Map Data: Jan_2023","n_76","n_79","Same","people's trust for endangered species","Difficult to estimate quantitatively. However, would suggest the relationship is strong based on information at source provided for 'justification, direction'","Low","",2
"368","System Map Data: Jan_2023","n_77","n_79","Same","University of Colorado, Boulder","Difficult to quantify or assess qualitatively as there is no set definition for regenerative farming, (""Despite widespread interest in regenerative agriculture, no legal or regulatory definition of the term “regenerative agriculture” exists nor has a widely accepted definition emerged in common usage."")","Medium","https://www.frontiersin.org/articles/10.3389/fsufs.2020.577723/full",2
"369","System Map Data: Jan_2023","n_78","n_79","Opposite","John Wiley & Sons Ltd","These are general terms - and while pH is a measure of soil quality, the precise impact will be mediated by many factors (including how low the pH is specifically, what the soil type is)","Medium","",2
"370","System Map Data: Jan_2023","n_78","n_161","Opposite","Water New South Wales","These are general terms - and while there is an impact of soil acidification on water quality, the precise impact will be mediated by many factors (including proximity of soils to rivers, lakes, aquafers etc). ","Low","",2
"371","System Map Data: Jan_2023","n_79","n_65","Same","Colorado University","Depends how 'soil health' is defined, however, this quote from the source suggests there is a strong link. Not possible to reasonably assess quantitatively (varies depending on many factors)

""How much carbon soils can absorb and how long they can store it varies by location and is effectively determined by how the land is managed. Because almost half the land that can support plant life on Earth has been converted to croplands, pastures and rangelands, soils have actually lost 50 to 70 percent of the carbon they once held. This has contributed about a quarter of all the manmade global greenhouse gas emissions that are warming the planet.""","High","Can Soil Help Combat Climate Change? (columbia.edu)",2
"372","System Map Data: Jan_2023","n_84","n_77","Same","","check direction of this - could best practice grazing be seen as a subset of regenerative farming?","Medium","",2
"373","System Map Data: Jan_2023","n_84","n_70","Same","","See 'Justification, direction' - unclear of the specific link here","Medium","",2
"374","System Map Data: Jan_2023","n_79","n_31","Opposite","","Extremely complex. Relationship is mediated by too many factors to be reasonably assessed qualitatively or quantitatively ","Medium","",2
"375","System Map Data: Jan_2023","n_79","n_35","Same","","Resilience of agricultural systems would need to be more precisely defined in order to make a reasonable qualitative or quantitative assessment","Low","",2
"376","System Map Data: Jan_2023","n_81","n_92","Opposite","","See 'Justification, definition' - not clear what the relationship is capturing. 

In any case, both variables would need to be more precisely defined in order to make a reasonable qualitative or quantitative assessment. ","Low","",2
"377","System Map Data: Jan_2023","n_82","n_89","Opposite","","Close link given that alternatives protein sources serve to be meat substitutes. Difficult to quantify as alternative proteins is a broad category (general term), and is likely to vary considerably across different parts of society","Low","",2
"378","System Map Data: Jan_2023","n_82","n_22","Same","University of Nottingham","Not quantifiable - no data set exists that measures the amount of alternative proteins derived from food crops.

Difficult to make a qualitative assessment - alternative proteins is a broad category. Some of these are plant based, however, these can also lab based, insect, or microbial. ","Low","fact-sheet-alternative-protein-dr-wentao-liu.pdf (nottingham.ac.uk)",2
"379","System Map Data: Jan_2023","n_83","n_49","Same","Department for Food, Environment and Rural Affairs","Not possible with current variable descriptions to assess this quantitatively - 'availability' is too general, and there are many different types of animal slurry. 

However, given Animal Slurry is one of the main feedstocks used in AD plants, suggest that this relationship is strong (high) ","Medium","Section 3: Anaerobic digestion - GOV.UK (www.gov.uk)",2
"380","System Map Data: Jan_2023","n_83","n_64","Opposite","Department for Food, Environment and Rural Affairs","Not (easily) quantifiable. Ammonia emissions from animal slurry is affected by many factors, including the type of manure and how it is managed. However, a qualitative assessment would suggest this link is high, given the quote from source listed below

""The storage of manure makes up 9% of agricultural ammonia emissions in the UK (2016) - See Figure 1, pg. 3""","Medium","Code of good agricultural practice (COGAP) for reducing ammonia emissions (publishing.service.gov.uk)",2
"381","System Map Data: Jan_2023","n_83","n_31","Opposite","Elsevier","Difficult to  provide a quantitative and qualitative assessment as both terms are defined too generally to make a reasonable qualitative or quantitative assessment (there are many different types of mineral fertilisers, different types/compositions of animal slurry). Size of the impact is also likely to be mediated by the type of farming system (and how the soils have been managed) ","Medium","",2
"382","System Map Data: Jan_2023","n_84","n_88","Opposite","Food and Agriculture Organization of the United Nations (FAO)","Difficult to  provide a quantitative and qualitative assessment as 'Best Practice Grazing' is a very general term, and could mean many things. Quantitative or qualitative assessment not possible unless there is a more specific definition","Low","",2
"383","System Map Data: Jan_2023","n_86","n_88","Same","","Not possible to make a reasonable qualitative or quantitative assessment. The impact will depend on what the feed type is, for example, a fall in the carbon foot print of wheat that is used feed is likely to have a greater impact on livestock emissions than a fall in the carbon footprint of oats. This is because wheat is a much greater share of overall feed (see Figure 2 at source) ","Low","",2
"384","System Map Data: Jan_2023","n_87","n_88","Same","","Yes by definition, but impact on total emissions will depend on the share of the animal in UK's total livestock production mix (e.g. fall in carbon intensity of Animal A will greatly reduce emissions if number of animal A is high in the UK) - quantifiable, but won't be a single parameter","High","",2
"385","System Map Data: Jan_2023","n_88","n_1","Same","","Implicit - In definition. Agricultural emissions were 10% of UK GHG emissions in 2018, and 63% of ag emissions were methane from livestock. So CO2e from livestock is a material factor (CCC report)","Medium","https://www.theccc.org.uk/wp-content/uploads/2020/12/Sector-summary-Agriculture-land-use-land-use-change-forestry.pdf",2
"386","System Map Data: Jan_2023","n_89","n_104","Same","","Theoretically quantifiable, but difficult to verify as there are many factors which influence the level of imports (including what's happening in the domestic market). Expect this relationship to vary significantly by different food type (beef vs pork vs milk etc). ","Medium","",2
"387","System Map Data: Jan_2023","n_89","n_107","Same","","Theoretically quantifiable with specification of products (markets etc) but would require an involved econometric study given the complexity of factors which affects domestic production levels. Expect this relationship also varies through time depending on other factors (climate, land use change, regulation - all affecting domestic supply) ","High","",2
"388","System Map Data: Jan_2023","n_89","n_103","Opposite","","Theoretically quantifiable with specification of products (markets etc) but would require an involved econometric study given the complexity of factors which affects domestic production levels. Expect this relationship also varies through time depending on other factors (climate, land use change, regulation - all affecting domestic supply) ","Medium","",2
"389","System Map Data: Jan_2023","n_90","n_82","Same","University of Oxford","Difficult to  provide a quantitative and qualitative assessment of the strength of this relationship. Knowledge of alternative proteins as a mechanism for reducing emissions is likely to vary across society. 

Further, this study suggest that consumer awareness surrounding the impact of livestock husbandry on CO2 emissions is very low. The study shows that either consumers underestimate the impact or do not think that removing meat from their diets would counter climate change - see Section 3.1 and 3.2.","Medium","Consumer Attitudes Towards Environmental Concerns of Meat Consumption: A Systematic Review (nih.gov)",2
"390","System Map Data: Jan_2023","n_90","n_87","Opposite","Elsevier","Difficult to assess qualitatively or quantitatively - both terms are too general at present. 

Further - unclear what this relationship is trying to capture (see 'Justification, direction')","Medium","",2
"391","System Map Data: Jan_2023","n_95","n_98","Opposite","","Require more precise definitions of both variables to quantify. Neither quantifiable in their current form","Medium","",2
"392","System Map Data: Jan_2023","n_96","n_70","Opposite","","","Low","",2
"393","System Map Data: Jan_2023","n_99","n_106","Opposite","","See 'justification, direction' not sure what this relationship is trying to represent","Medium","",2
"394","System Map Data: Jan_2023","n_103","n_107","Same","","See 'justification, other' unclear about what this relationship is expressing","Medium","",2
"395","System Map Data: Jan_2023","n_90","n_89","Opposite","International Journal of Environmental Research & Public Health","Difficult to  provide a quantitative and qualitative assessment as 'desire' is very difficult to assess - would require a more precise definition. And the knowledge of the ability to reduce emissions through less meat consumption is likely to vary across different groups in the population

For context - the source shows data for the willingness of people within the UK to consume less meat but it is grouped together with data for other countries (See Section 3.2, Reference 35)","Low","Consumer Attitudes Towards Environmental Concerns of Meat Consumption: A Systematic Review (nih.gov)",2
"396","System Map Data: Jan_2023","n_91","n_89","Opposite","University Of Reading","Table 4 - -0.999 for dairy and eggs, -0.58 for meat","Medium","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/137726/defra-stats-foodfarm-food-price-elasticities-120208.pdf",2
"397","System Map Data: Jan_2023","n_92","n_39","Same","","Yes - but not  possible to provide a reasonable qualitative or quantitative estimate. For example, demand for animal feed might be met through importing more feed. Also, there are different types of feed crops (e.g. barley, maize, wheat, oats) which would need to be taken into account. ","Medium","",2
"398","System Map Data: Jan_2023","n_93","n_92","Opposite","","Both terms are too generic to assess qualitatively or quantitatively. Depends on the type of feedstock, and in what ways efficiency is changing","Medium","",2
"399","System Map Data: Jan_2023","n_96","n_86","Same","","Difficult to make a reasonable qualitative or quantitative assessment. 'Intensity' would need to be more precisely defined, and the impact is likely to be different for across different farming systems (animal types) and feed types","Low","",2
"400","System Map Data: Jan_2023","n_96","n_97","Opposite","","Intensity of livestock farming may or may not lead to a decrease in the land used for livestock - depends what is happening to total livestock numbers.

Difficult to make a quantitative or qualitative assessment - 'Intensity of farming' is a general term and has different meaning in different contexts","Medium","",2
"401","System Map Data: Jan_2023","n_97","n_115","Same","UK Centre for Ecology and Hydrology","See 'justification, direction'. 

Question what the relationship is showing - variable b (by definition) drives an increase in variable a, but the relationship as stated may not necessarily be true. (e.g. more likely that demand for livestock production > an increase in grazing on peatlands, which by definition, is an increase in the land used for livestock)","Low","",2
"402","System Map Data: Jan_2023","n_97","n_162","Opposite","","(greater precision required for both definitions to assess qualitatively or quantitatively) however, suggest that this is  1:1 mapping - a 1 hectare increase in land used for livestock leads to a 1 hectare decrease in land available for land use change (all else equal) ","Medium","",2
"403","System Map Data: Jan_2023","n_97","n_88","Same","UK Centre for Ecology and Hydrology","See 'justification, direction'. 

Question what the relationship is showing - variable b (by definition) drives an increase in variable a, but the relationship as stated may not necessarily be true. (e.g. more likely that demand for livestock production > an increase in grazing on peatlands, which by definition, is an increase in the land used for livestock)","Low","",2
"404","System Map Data: Jan_2023","n_105","n_88","Same","","See 'Justification, direction' unclear what this relationship is showing","Low","",2
"405","System Map Data: Jan_2023","n_129","n_137","Same","","see justification, direction","Medium","",2
"406","System Map Data: Jan_2023","n_97","n_31","Same","","(greater precision required for both definitions to assess qualitatively or quantitatively) however, suggest that this is  1:1 mapping - a 1 hectare increase in land used for livestock leads to a 1 hectare decrease in land available for land use change (all else equal) ","Low","",2
"407","System Map Data: Jan_2023","n_98","n_86","Same","","Difficult to  provide a quantitative and qualitative assessment as there is no single parameter. It depends on livestock type and demand for feed across different livestock types. Too difficult to make a qualitative assessment (mediated by many factors) ","Medium","animalfeed-statsnotice-8feb18.pdf (publishing.service.gov.uk)",2
"408","System Map Data: Jan_2023","n_100","n_91","Same","","Too hard to quantify - depends on what the preference for quality is (grass fed beef? free range eggs? chicken that could roam? - impact on cost will be mediated by many factors. ","Medium","",2
"409","System Map Data: Jan_2023","n_100","n_96","Opposite","","Livestock quality over quantity' is defined very generally, however, would expect this would have a strong/direct link to the intensity of farming (many measures in improving quality over quantity are focussed on reducing intensity of farming - e.g. free range eggs)","Medium","",2
"410","System Map Data: Jan_2023","n_101","n_102","Same","Elsevier","Difficult to place a quantitative assessment as measures for stress level vary (and the impact is likely to be different in warm climates than cold climates). However there is a strong link between the two variables.","Low","",2
"411","System Map Data: Jan_2023","n_102","n_99","Opposite","FAWC","Both terms would need to be defined more precisely to make a qualitative estimate - expect this also varies for different animal types, stressors, and different measures of productivity. Not possible to make a quantitative estimate","Medium","",2
"412","System Map Data: Jan_2023","n_104","n_94","Same","","Difficult to  provide a quantitative and qualitative assessment. Will depend on meat type, and country/system where imports are coming from.","High","",2
"413","System Map Data: Jan_2023","n_104","n_105","Same","","Difficult to  provide a quantitative and qualitative assessment. Will depend on meat type, and country/system where imports are coming from, and where meat is consumed (how far it is being transported) ","High","",2
"414","System Map Data: Jan_2023","n_106","n_83","Same","Frontiers in Sustainable Food Systems","see 'justification, direction'. Production of manure is animal specific, and also dependent on how it is collected/stored/managed by the farm. Therefore, can not make a reasonable qualitative or quantitative assessment. ","High","",2
"415","System Map Data: Jan_2023","n_106","n_88","Same","CCC","Depends on livestock type - estimates of GHG intensity for different livestock are included in table 1 of the source. However, all else equal, this relationship should be proportionally 1:1. An increase in livestock numbers by 10% would be expected to increase emissions from livestock by 10%","High","Carbon footprints: food and farming | AHDB",2
"416","System Map Data: Jan_2023","n_106","n_92","Same","","Animal Feed differs per animal type, and per feed type. Not possible to provide a single parameter, but these could be calculated using the 'usage' and 'production' figures from Figure 2. ","High","animalfeed-statsnotice-8feb18.pdf (publishing.service.gov.uk)",2
"417","System Map Data: Jan_2023","n_130","n_131","Same","","Natural regeneration of trees' is too general to assess this relationship qualitatively or quantitatively ","Medium","",2
"418","System Map Data: Jan_2023","n_131","n_111","Same","","Variable B should impact A.","Low","",2
"419","System Map Data: Jan_2023","n_131","n_64","Same","","","Medium","",2
"420","System Map Data: Jan_2023","n_106","n_109","Same","","Yes, but a not a straightforward, depends on animal type, and variable A doesn't necessarily lead to increase in B, depends on how intensity of farming is changing (more livestock numbers could be achieved through increasing intensity, not necessarily dedicating more land to livestock)","High","",2
"421","System Map Data: Jan_2023","n_107","n_106","Same","","Difficult to  provide a quantitative and qualitative assessment as we are uncertain about this direction - not clear that more UK meat production leads to more UK livestock numbers? Both are supply side responses... more likely that increased demand (a different factor) leads to both of these things...","High","",2
"422","System Map Data: Jan_2023","n_108","n_88","Same","Agricultural & Horticultural Development Board","Theoretically quantifiable, but depends what type of livestock (just cattle), and what the counterfactual is (weather) and how long they are housed for","Low","",2
"423","System Map Data: Jan_2023","n_108","n_73","Same","","See 'Justification, direction' - unclear of the specific link here","Low","",2
"424","System Map Data: Jan_2023","n_108","n_102","Same","Agriland","Too difficult to quantify - variables need to be defined more precisely (especially measurement of stress). Sources to verify direction are difficult to find (confirmation with farmers/researchers may be more appropriate) however, article at source suggests winter housing increases stress","Medium","",2
"425","System Map Data: Jan_2023","n_108","n_77","Same","","check direction of this - could winter housing of livestock be seen as a subset of regenerative farming?","Medium","",2
"426","System Map Data: Jan_2023","n_109","n_97","Same","","","High","",2
"427","System Map Data: Jan_2023","n_110","n_97","Same","","","High","",2
"428","System Map Data: Jan_2023","n_111","n_117","Opposite","IUCN UK Peatland Programme","Difficult to  provide a quantitative and qualitative assessment. Depends on how 'Healthy' is assessed. There is good evidence (like the briefing note in 'justification direction') to suggest that afforestation disrupts soil storage","Medium","",2
"429","System Map Data: Jan_2023","n_112","n_120","Opposite","IUCN UK Peatland Programme","Difficult to quantify, and to put a qualitative estimate on. However, restoring peatland (unclear whether this was from peatland that was previously cropped) increased the water table by ~19mm per year","High","Peatland Restoration and Trajectories of Water Table Change (moorsforthefuture.org.uk)",2
"430","System Map Data: Jan_2023","n_112","n_123","Same","International Peatland Society","1 hectare of crop on previously vegetated peatland will lead to a 1 hectare increase in un-vegetated peatland ","Low","What are peatlands? - International Peatland Society",2
"431","System Map Data: Jan_2023","n_113","n_154","Same","IUCN UK Peatland Programme","Difficult to assess qualitatively or quantitatively. 'Development is a very general term'. Strength of the relationship is mediated by many factors, some examples being: type of development, amount of drainage that occurs through development, design of development, location of peatland, type of peatland. ","Low","",2
"432","System Map Data: Jan_2023","n_116","n_70","Same","","","Medium","",2
"433","System Map Data: Jan_2023","n_117","n_70","Same","","","Medium","",2
"434","System Map Data: Jan_2023","n_119","n_1","Same","","1:1 relationship by definition","Medium","",2
"435","System Map Data: Jan_2023","n_120","n_116","Same","Conservation Evidence","Suggest that this relationship flows the other way - this relationship is already listed","High","",2
"436","System Map Data: Jan_2023","n_121","n_117","Same","Conservation Evidence","Suggest that this relationship flows the other way - this relationship is already listed","High","",2
"437","System Map Data: Jan_2023","n_113","n_116","Opposite","IUCN UK Peatland Programme","Strength of the relationship is hard to assess qualitatively or quantitatively - depends on the type and design of the development (see 'justification, direction')","Low","",2
"438","System Map Data: Jan_2023","n_113","n_117","Opposite","IUCN UK Peatland Programme","Strength of the relationship is hard to assess qualitatively or quantitatively - depends on the type and design of the development (see 'justification, direction')","Low","",2
"439","System Map Data: Jan_2023","n_114","n_121","Opposite","IUCN UK Peatland Programme","see pg. 7 of source for commentary

establish effect, and estimate that the impact size is high (clear, direct link)

not easily quantifiable","High","",2
"440","System Map Data: Jan_2023","n_115","n_120","Opposite","IUCN UK Peatland Programme","Difficult to quantify, and to put a qualitative estimate on. However, restoring peatland (unclear whether this was from peatland that was previously cropped) increased the water table by ~19mm per year","Medium","Peatland Restoration and Trajectories of Water Table Change (moorsforthefuture.org.uk)",2
"441","System Map Data: Jan_2023","n_116","n_157","Same","Nature Sustainability ","Relationship likely to be complex and mediated by many factors, however, suggest that the strength of the relationship is high (see 'justification direction' for source quote)","Medium","",2
"442","System Map Data: Jan_2023","n_116","n_119","Opposite","IUCN UK Peatland Programme","Source quote says that ""Semi-natural and undamaged peatlands can accumulate carbon at a rate of 30-70 tonnes of carbon per km2 per year"" - but this does not give an indication of how change in health impacts emissions. This is a complex relationship, mediated by many factors","Medium","",2
"443","System Map Data: Jan_2023","n_116","n_162","Opposite","","By definition - 1 hectare of healthy lowland peatland is 1 hectare less of land not available for land use change (if healthy lowland peatland is defined as such) ","Medium","",2
"444","System Map Data: Jan_2023","n_117","n_155","Opposite","RSPB","Healthy peatlands are wet, higher soil moisture reduces the risk of fire. Difficult to quantify, but suggest that qualitative relationship is high given it is well established (see 'justification, direction'","Low","",2
"445","System Map Data: Jan_2023","n_117","n_157","Same","Nature Sustainability ","Relationship likely to be complex and mediated by many factors, however, suggest that the strength of the relationship is high (see 'justification direction' for source quote)","Medium","",2
"446","System Map Data: Jan_2023","n_117","n_119","Opposite","IUCN UK Peatland Programme","Source quote says that ""Semi-natural and undamaged peatlands can accumulate carbon at a rate of 30-70 tonnes of carbon per km2 per year"" - but this does not give an indication of how change in health impacts emissions. This is a complex relationship, mediated by many factors","Medium","",2
"447","System Map Data: Jan_2023","n_118","n_117","Opposite","IUCN UK Peatland Programme","Complex - It is highly dependent on the trade-offs between the numerous variables that affect the ""health"" of a peatland - See Section 5","Medium","IUCN Technical Review 5 – Impacts of Burning Management on Peatlands (iucn-uk-peatlandprogramme.org)",2
"448","System Map Data: Jan_2023","n_122","n_120","Same","Conservation Evidence","Difficult to quantify ('optimum' varies depending on type of peatland, environment etc). 

The listed source suggests that peatland restoration can lead to a 19mm increase in the water table each year (and this may persist for 10 years or more) - study conducted in the Pennines (UK)

There is a clear link established both between peatland restoration (see source) and also in the loss of biodiversity (see pg. 7) when peatlands are drained. Impact suggest high. 

""In the restored areas, the water table was 5–17 cm below the peat surface (during summer). Comparisons were made with unrestored areas in each peatland (forested and drained; water table 23–45 cm below surface)""","Medium","Peatland Restoration and Trajectories of Water Table Change (moorsforthefuture.org.uk)",2
"449","System Map Data: Jan_2023","n_122","n_121","Same","Conservation Evidence","Difficult to quantify ('optimum' varies depending on type of peatland, environment etc). 

The listed source suggests that peatland restoration can lead to a 19mm increase in the water table each year (and this may persist for 10 years or more) - study conducted in the Pennines (UK)

There is a clear link established both between peatland restoration (see source) and also in the loss of biodiversity (see pg. 7) when peatlands are drained. Impact suggest high. 

""In the restored areas, the water table was 5–17 cm below the peat surface (during summer). Comparisons were made with unrestored areas in each peatland (forested and drained; water table 23–45 cm below surface)""","Medium","Peatland Restoration and Trajectories of Water Table Change (moorsforthefuture.org.uk)",2
"450","System Map Data: Jan_2023","n_122","n_159","Same","IUCN UK Peatland Programme","See discussion in justification of direction. Suggests managing flood risk is a key driver of peatland restoration

Difficult to quantify without greater specificity of variables (especially 'peatland restoration' - suggest a qualitative approach)

See alternative source 1 for quote: ""Restoration of damaged peatlands, combined with appropriate ongoing habitat management, may also contribute to regulation of flooding. Where bare peat is re-vegetated, there are significant increases in the time between peak rainfall and peak run-off and a reduction in the peak flow.""","Low","https://www.iucn-uk-peatlandprogramme.org/sites/www.iucn-uk-peatlandprogramme.org/files/Review%20Peatland%20Restoration,%20June%202011%20Final.pdf",2
"451","System Map Data: Jan_2023","n_123","n_116","Opposite","The Heather Trust","See 'justification, direction'. Difficult to quantify, but source provided suggests the relationship between these two is strong","Medium","",2
"452","System Map Data: Jan_2023","n_124","n_117","Opposite","Ricardo Energy and Environment","Impacts will range, depending on how 'health' is defined and measured. Also depends on size and severity of the fires","Medium","",2
"453","System Map Data: Jan_2023","n_124","n_119","Same","Environmental Science and Pollution Research","Difficult to  provide a quantitative and qualitative assessment as the variable is mediated by many factors, including the size and intensity of the five

Source quote:
""Peat fires release massive amounts of natural carbon roughly equal to 15% of human-made emissions annually""","low","Carbon emissions from the peat fire problem—a review | SpringerLink",2
"454","System Map Data: Jan_2023","n_126","n_1","Opposite","Forest Research","1:1 relationship - 1 tCO2e sequestered by trees results in 1 tCO2e less of emissions","Medium","",2
"455","System Map Data: Jan_2023","n_127","n_73","Opposite","","","Low","",2
"456","System Map Data: Jan_2023","n_127","n_128","Same","","","High","",2
"457","System Map Data: Jan_2023","n_127","n_147","Same","","1:1 relationship. Increase rate of planting by 1000 trees per year and the number of trees at year end will be 1000 higher","Low","",2
"458","System Map Data: Jan_2023","n_125","n_132","Same","","Unable to be assessed qualitatively or quantitatively. Capacity/education is a general term that could mean different things in different contexts","Medium","",2
"459","System Map Data: Jan_2023","n_125","n_135","Opposite","","Unable to be assessed qualitatively or quantitatively. Capacity/education is a general term that could mean different things in different contexts","Low","",2
"460","System Map Data: Jan_2023","n_125","n_136","Same","","Unable to be assessed qualitatively or quantitatively. Capacity/education is a general term that could mean different things in different contexts","Medium","",2
"461","System Map Data: Jan_2023","n_127","n_128","Same","","1:1 relationship. Increase rate of planting by 1000 trees per year and the number of trees at year end will be 1000 higher","Medium","",2
