data_name,Variable ID A,Variable ID B,Relationship,Source organisation,Justification - quantifiable,Relationship Strength,Weblink
Apr_2023,n_83,n_64,Opposite,"Department for Food, Environment and Rural Affairs","Not (easily) quantifiable. Ammonia emissions from animal slurry is affected by many factors, including the type of manure and how it is managed. However, a qualitative assessment would suggest this link is high, given the quote from source listed below

""The storage of manure makes up 9% of agricultural ammonia emissions in the UK (2016) - See Figure 1, pg. 3""",Medium,Code of good agricultural practice (COGAP) for reducing ammonia emissions (publishing.service.gov.uk)
Apr_2023,n_83,n_31,Opposite,Elsevier,"Difficult to  provide a quantitative and qualitative assessment as both terms are defined too generally to make a reasonable qualitative or quantitative assessment (there are many different types of mineral fertilisers, different types/compositions of animal slurry). Size of the impact is also likely to be mediated by the type of farming system (and how the soils have been managed) ",Medium,
Apr_2023,n_84,n_88,Opposite,Food and Agriculture Organization of the United Nations (FAO),"Difficult to  provide a quantitative and qualitative assessment as 'Best Practice Grazing' is a very general term, and could mean many things. Quantitative or qualitative assessment not possible unless there is a more specific definition",Low,
Apr_2023,n_84,n_102,Opposite,,"See 'Justification, direction' - unclear of the specific link here",Medium,
Apr_2023,n_84,n_77,Same,,check direction of this - could best practice grazing be seen as a subset of regenerative farming?,Medium,
Apr_2023,n_84,n_70,Same,,"See 'Justification, direction' - unclear of the specific link here",Medium,
Apr_2023,n_84,n_110,Same,,check direction of this - could best practice grazing be seen as a subset of regenerative farming?,Medium,
Apr_2023,n_85,n_92,Opposite,University of Edinburgh,,Medium,
Apr_2023,n_86,n_88,Same,,"Not possible to make a reasonable qualitative or quantitative assessment. The impact will depend on what the feed type is, for example, a fall in the carbon foot print of wheat that is used feed is likely to have a greater impact on livestock emissions than a fall in the carbon footprint of oats. This is because wheat is a much greater share of overall feed (see Figure 2 at source) ",Low,
Apr_2023,n_87,n_88,Same,,"Yes by definition, but impact on total emissions will depend on the share of the animal in UK's total livestock production mix (e.g. fall in carbon intensity of Animal A will greatly reduce emissions if number of animal A is high in the UK) - quantifiable, but won't be a single parameter",High,
Apr_2023,n_88,n_1,Same,,"Implicit - In definition. Agricultural emissions were 10% of UK GHG emissions in 2018, and 63% of ag emissions were methane from livestock. So CO2e from livestock is a material factor (CCC report)",Medium,https://www.theccc.org.uk/wp-content/uploads/2020/12/Sector-summary-Agriculture-land-use-land-use-change-forestry.pdf
Apr_2023,n_89,n_104,Same,,"Theoretically quantifiable, but difficult to verify as there are many factors which influence the level of imports (including what's happening in the domestic market). Expect this relationship to vary significantly by different food type (beef vs pork vs milk etc). ",Medium,
Apr_2023,n_89,n_107,Same,,"Theoretically quantifiable with specification of products (markets etc) but would require an involved econometric study given the complexity of factors which affects domestic production levels. Expect this relationship also varies through time depending on other factors (climate, land use change, regulation - all affecting domestic supply) ",High,
Apr_2023,n_89,n_103,Opposite,,"Theoretically quantifiable with specification of products (markets etc) but would require an involved econometric study given the complexity of factors which affects domestic production levels. Expect this relationship also varies through time depending on other factors (climate, land use change, regulation - all affecting domestic supply) ",Medium,
Apr_2023,n_90,n_82,Same,University of Oxford,"Difficult to  provide a quantitative and qualitative assessment of the strength of this relationship. Knowledge of alternative proteins as a mechanism for reducing emissions is likely to vary across society. 

Further, this study suggest that consumer awareness surrounding the impact of livestock husbandry on CO2 emissions is very low. The study shows that either consumers underestimate the impact or do not think that removing meat from their diets would counter climate change - see Section 3.1 and 3.2.",Medium,Consumer Attitudes Towards Environmental Concerns of Meat Consumption: A Systematic Review (nih.gov)
Apr_2023,n_90,n_87,Opposite,Elsevier,"Difficult to assess qualitatively or quantitatively - both terms are too general at present. 

Further - unclear what this relationship is trying to capture (see 'Justification, direction')",Medium,
Apr_2023,n_90,n_89,Opposite,International Journal of Environmental Research & Public Health,"Difficult to  provide a quantitative and qualitative assessment as 'desire' is very difficult to assess - would require a more precise definition. And the knowledge of the ability to reduce emissions through less meat consumption is likely to vary across different groups in the population

For context - the source shows data for the willingness of people within the UK to consume less meat but it is grouped together with data for other countries (See Section 3.2, Reference 35)",Low,Consumer Attitudes Towards Environmental Concerns of Meat Consumption: A Systematic Review (nih.gov)
Apr_2023,n_91,n_89,Opposite,University Of Reading,"Table 4 - -0.999 for dairy and eggs, -0.58 for meat",Medium,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/137726/defra-stats-foodfarm-food-price-elasticities-120208.pdf
Apr_2023,n_92,n_39,Same,,"Yes - but not  possible to provide a reasonable qualitative or quantitative estimate. For example, demand for animal feed might be met through importing more feed. Also, there are different types of feed crops (e.g. barley, maize, wheat, oats) which would need to be taken into account. ",Medium,
Apr_2023,n_93,n_92,Opposite,,"Both terms are too generic to assess qualitatively or quantitatively. Depends on the type of feedstock, and in what ways efficiency is changing",Medium,
Apr_2023,n_95,n_98,Opposite,,Require more precise definitions of both variables to quantify. Neither quantifiable in their current form,Medium,
Apr_2023,n_96,n_86,Same,,"Difficult to make a reasonable qualitative or quantitative assessment. 'Intensity' would need to be more precisely defined, and the impact is likely to be different for across different farming systems (animal types) and feed types",Low,
Apr_2023,n_96,n_97,Opposite,,"Intensity of livestock farming may or may not lead to a decrease in the land used for livestock - depends what is happening to total livestock numbers.

Difficult to make a quantitative or qualitative assessment - 'Intensity of farming' is a general term and has different meaning in different contexts",Medium,
Apr_2023,n_96,n_70,Opposite,,,Low,
Apr_2023,n_97,n_115,Same,UK Centre for Ecology and Hydrology,"See 'justification, direction'. 

Question what the relationship is showing - variable b (by definition) drives an increase in variable a, but the relationship as stated may not necessarily be true. (e.g. more likely that demand for livestock production > an increase in grazing on peatlands, which by definition, is an increase in the land used for livestock)",Low,
Apr_2023,n_97,n_162,Opposite,,"(greater precision required for both definitions to assess qualitatively or quantitatively) however, suggest that this is  1:1 mapping - a 1 hectare increase in land used for livestock leads to a 1 hectare decrease in land available for land use change (all else equal) ",Medium,
Apr_2023,n_97,n_88,Same,UK Centre for Ecology and Hydrology,"See 'justification, direction'. 

Question what the relationship is showing - variable b (by definition) drives an increase in variable a, but the relationship as stated may not necessarily be true. (e.g. more likely that demand for livestock production > an increase in grazing on peatlands, which by definition, is an increase in the land used for livestock)",Low,
Apr_2023,n_97,n_31,Same,,"(greater precision required for both definitions to assess qualitatively or quantitatively) however, suggest that this is  1:1 mapping - a 1 hectare increase in land used for livestock leads to a 1 hectare decrease in land available for land use change (all else equal) ",Low,
Apr_2023,n_98,n_86,Same,,Difficult to  provide a quantitative and qualitative assessment as there is no single parameter. It depends on livestock type and demand for feed across different livestock types. Too difficult to make a qualitative assessment (mediated by many factors) ,Medium,animalfeed-statsnotice-8feb18.pdf (publishing.service.gov.uk)
Apr_2023,n_99,n_106,Opposite,,"See 'justification, direction' not sure what this relationship is trying to represent",Medium,
Apr_2023,n_100,n_91,Same,,Too hard to quantify - depends on what the preference for quality is (grass fed beef? free range eggs? chicken that could roam? - impact on cost will be mediated by many factors. ,Medium,
Apr_2023,n_100,n_96,Opposite,,"Livestock quality over quantity' is defined very generally, however, would expect this would have a strong/direct link to the intensity of farming (many measures in improving quality over quantity are focussed on reducing intensity of farming - e.g. free range eggs)",Medium,
Apr_2023,n_101,n_102,Same,Elsevier,Difficult to place a quantitative assessment as measures for stress level vary (and the impact is likely to be different in warm climates than cold climates). However there is a strong link between the two variables.,Low,
Apr_2023,n_102,n_99,Opposite,FAWC,"Both terms would need to be defined more precisely to make a qualitative estimate - expect this also varies for different animal types, stressors, and different measures of productivity. Not possible to make a quantitative estimate",Medium,
Apr_2023,n_103,n_107,Same,,"See 'justification, other' unclear about what this relationship is expressing",Medium,
Apr_2023,n_104,n_94,Same,,"Difficult to  provide a quantitative and qualitative assessment. Will depend on meat type, and country/system where imports are coming from.",High,
Apr_2023,n_104,n_105,Same,,"Difficult to  provide a quantitative and qualitative assessment. Will depend on meat type, and country/system where imports are coming from, and where meat is consumed (how far it is being transported) ",High,
Apr_2023,n_105,n_88,Same,,"See 'Justification, direction' unclear what this relationship is showing",Low,
Apr_2023,n_106,n_83,Same,Frontiers in Sustainable Food Systems,"see 'justification, direction'. Production of manure is animal specific, and also dependent on how it is collected/stored/managed by the farm. Therefore, can not make a reasonable qualitative or quantitative assessment. ",High,
Apr_2023,n_106,n_88,Same,CCC,"Depends on livestock type - estimates of GHG intensity for different livestock are included in table 1 of the source. However, all else equal, this relationship should be proportionally 1:1. An increase in livestock numbers by 10% would be expected to increase emissions from livestock by 10%",High,Carbon footprints: food and farming | AHDB
Apr_2023,n_106,n_92,Same,,"Animal Feed differs per animal type, and per feed type. Not possible to provide a single parameter, but these could be calculated using the 'usage' and 'production' figures from Figure 2. ",High,animalfeed-statsnotice-8feb18.pdf (publishing.service.gov.uk)
Apr_2023,n_106,n_109,Same,,"Yes, but a not a straightforward, depends on animal type, and variable A doesn't necessarily lead to increase in B, depends on how intensity of farming is changing (more livestock numbers could be achieved through increasing intensity, not necessarily dedicating more land to livestock)",High,
Apr_2023,n_107,n_106,Same,,Difficult to  provide a quantitative and qualitative assessment as we are uncertain about this direction - not clear that more UK meat production leads to more UK livestock numbers? Both are supply side responses... more likely that increased demand (a different factor) leads to both of these things...,High,
Apr_2023,n_108,n_88,Same,Agricultural & Horticultural Development Board,"Theoretically quantifiable, but depends what type of livestock (just cattle), and what the counterfactual is (weather) and how long they are housed for",Low,
Apr_2023,n_108,n_73,Same,,"See 'Justification, direction' - unclear of the specific link here",Low,
Apr_2023,n_108,n_102,Same,Agriland,"Too difficult to quantify - variables need to be defined more precisely (especially measurement of stress). Sources to verify direction are difficult to find (confirmation with farmers/researchers may be more appropriate) however, article at source suggests winter housing increases stress",Medium,
Apr_2023,n_108,n_77,Same,,check direction of this - could winter housing of livestock be seen as a subset of regenerative farming?,Medium,
Apr_2023,n_109,n_97,Same,,,High,
Apr_2023,n_110,n_97,Same,,,High,
Apr_2023,n_111,n_117,Opposite,IUCN UK Peatland Programme,Difficult to  provide a quantitative and qualitative assessment. Depends on how 'Healthy' is assessed. There is good evidence (like the briefing note in 'justification direction') to suggest that afforestation disrupts soil storage,Medium,
Apr_2023,n_112,n_120,Opposite,IUCN UK Peatland Programme,"Difficult to quantify, and to put a qualitative estimate on. However, restoring peatland (unclear whether this was from peatland that was previously cropped) increased the water table by ~19mm per year",High,Peatland Restoration and Trajectories of Water Table Change (moorsforthefuture.org.uk)
Apr_2023,n_112,n_123,Same,International Peatland Society,1 hectare of crop on previously vegetated peatland will lead to a 1 hectare increase in un-vegetated peatland ,Low,What are peatlands? - International Peatland Society
Apr_2023,n_113,n_154,Same,IUCN UK Peatland Programme,"Difficult to assess qualitatively or quantitatively. 'Development is a very general term'. Strength of the relationship is mediated by many factors, some examples being: type of development, amount of drainage that occurs through development, design of development, location of peatland, type of peatland. ",Low,
Apr_2023,n_113,n_116,Opposite,IUCN UK Peatland Programme,"Strength of the relationship is hard to assess qualitatively or quantitatively - depends on the type and design of the development (see 'justification, direction')",Low,
Apr_2023,n_113,n_117,Opposite,IUCN UK Peatland Programme,"Strength of the relationship is hard to assess qualitatively or quantitatively - depends on the type and design of the development (see 'justification, direction')",Low,
Apr_2023,n_114,n_121,Opposite,IUCN UK Peatland Programme,"see pg. 7 of source for commentary

establish effect, and estimate that the impact size is high (clear, direct link)

not easily quantifiable",High,
Apr_2023,n_115,n_120,Opposite,IUCN UK Peatland Programme,"Difficult to quantify, and to put a qualitative estimate on. However, restoring peatland (unclear whether this was from peatland that was previously cropped) increased the water table by ~19mm per year",Medium,Peatland Restoration and Trajectories of Water Table Change (moorsforthefuture.org.uk)
Apr_2023,n_116,n_70,Same,,,Medium,
Apr_2023,n_116,n_157,Same,Nature Sustainability ,"Relationship likely to be complex and mediated by many factors, however, suggest that the strength of the relationship is high (see 'justification direction' for source quote)",Medium,
Apr_2023,n_116,n_119,Opposite,IUCN UK Peatland Programme,"Source quote says that ""Semi-natural and undamaged peatlands can accumulate carbon at a rate of 30-70 tonnes of carbon per km2 per year"" - but this does not give an indication of how change in health impacts emissions. This is a complex relationship, mediated by many factors",Medium,
Apr_2023,n_116,n_162,Opposite,,By definition - 1 hectare of healthy lowland peatland is 1 hectare less of land not available for land use change (if healthy lowland peatland is defined as such) ,Medium,
Apr_2023,n_117,n_155,Opposite,RSPB,"Healthy peatlands are wet, higher soil moisture reduces the risk of fire. Difficult to quantify, but suggest that qualitative relationship is high given it is well established (see 'justification, direction'",Low,
Apr_2023,n_117,n_70,Same,,,Medium,
Apr_2023,n_117,n_157,Same,Nature Sustainability ,"Relationship likely to be complex and mediated by many factors, however, suggest that the strength of the relationship is high (see 'justification direction' for source quote)",Medium,
Apr_2023,n_117,n_119,Opposite,IUCN UK Peatland Programme,"Source quote says that ""Semi-natural and undamaged peatlands can accumulate carbon at a rate of 30-70 tonnes of carbon per km2 per year"" - but this does not give an indication of how change in health impacts emissions. This is a complex relationship, mediated by many factors",Medium,
Apr_2023,n_118,n_117,Opposite,IUCN UK Peatland Programme,"Complex - It is highly dependent on the trade-offs between the numerous variables that affect the ""health"" of a peatland - See Section 5",Medium,IUCN Technical Review 5 – Impacts of Burning Management on Peatlands (iucn-uk-peatlandprogramme.org)
Apr_2023,n_119,n_1,Same,,1:1 relationship by definition,Medium,
Apr_2023,n_120,n_116,Same,Conservation Evidence,Suggest that this relationship flows the other way - this relationship is already listed,High,
Apr_2023,n_121,n_117,Same,Conservation Evidence,Suggest that this relationship flows the other way - this relationship is already listed,High,
Apr_2023,n_122,n_120,Same,Conservation Evidence,"Difficult to quantify ('optimum' varies depending on type of peatland, environment etc). 

The listed source suggests that peatland restoration can lead to a 19mm increase in the water table each year (and this may persist for 10 years or more) - study conducted in the Pennines (UK)

There is a clear link established both between peatland restoration (see source) and also in the loss of biodiversity (see pg. 7) when peatlands are drained. Impact suggest high. 

""In the restored areas, the water table was 5–17 cm below the peat surface (during summer). Comparisons were made with unrestored areas in each peatland (forested and drained; water table 23–45 cm below surface)""",Medium,Peatland Restoration and Trajectories of Water Table Change (moorsforthefuture.org.uk)
Apr_2023,n_122,n_121,Same,Conservation Evidence,"Difficult to quantify ('optimum' varies depending on type of peatland, environment etc). 

The listed source suggests that peatland restoration can lead to a 19mm increase in the water table each year (and this may persist for 10 years or more) - study conducted in the Pennines (UK)

There is a clear link established both between peatland restoration (see source) and also in the loss of biodiversity (see pg. 7) when peatlands are drained. Impact suggest high. 

""In the restored areas, the water table was 5–17 cm below the peat surface (during summer). Comparisons were made with unrestored areas in each peatland (forested and drained; water table 23–45 cm below surface)""",Medium,Peatland Restoration and Trajectories of Water Table Change (moorsforthefuture.org.uk)
Apr_2023,n_122,n_159,Same,IUCN UK Peatland Programme,"See discussion in justification of direction. Suggests managing flood risk is a key driver of peatland restoration

Difficult to quantify without greater specificity of variables (especially 'peatland restoration' - suggest a qualitative approach)

See alternative source 1 for quote: ""Restoration of damaged peatlands, combined with appropriate ongoing habitat management, may also contribute to regulation of flooding. Where bare peat is re-vegetated, there are significant increases in the time between peak rainfall and peak run-off and a reduction in the peak flow.""",Low,"https://www.iucn-uk-peatlandprogramme.org/sites/www.iucn-uk-peatlandprogramme.org/files/Review%20Peatland%20Restoration,%20June%202011%20Final.pdf"
Apr_2023,n_123,n_116,Opposite,The Heather Trust,"See 'justification, direction'. Difficult to quantify, but source provided suggests the relationship between these two is strong",Medium,
Apr_2023,n_124,n_117,Opposite,Ricardo Energy and Environment,"Impacts will range, depending on how 'health' is defined and measured. Also depends on size and severity of the fires",Medium,
Apr_2023,n_124,n_119,Same,Environmental Science and Pollution Research,"Difficult to  provide a quantitative and qualitative assessment as the variable is mediated by many factors, including the size and intensity of the five

Source quote:
""Peat fires release massive amounts of natural carbon roughly equal to 15% of human-made emissions annually""",low,Carbon emissions from the peat fire problem—a review | SpringerLink
Apr_2023,n_125,n_132,Same,,Unable to be assessed qualitatively or quantitatively. Capacity/education is a general term that could mean different things in different contexts,Medium,
Apr_2023,n_125,n_135,Opposite,,Unable to be assessed qualitatively or quantitatively. Capacity/education is a general term that could mean different things in different contexts,Low,
Apr_2023,n_125,n_136,Same,,Unable to be assessed qualitatively or quantitatively. Capacity/education is a general term that could mean different things in different contexts,Medium,
Apr_2023,n_126,n_1,Opposite,Forest Research,1:1 relationship - 1 tCO2e sequestered by trees results in 1 tCO2e less of emissions,Medium,
Apr_2023,n_127,n_73,Opposite,,,Low,
Apr_2023,n_127,n_128,Same,,,High,
Apr_2023,n_127,n_128,Same,,1:1 relationship. Increase rate of planting by 1000 trees per year and the number of trees at year end will be 1000 higher,Medium,
Apr_2023,n_127,n_147,Same,,1:1 relationship. Increase rate of planting by 1000 trees per year and the number of trees at year end will be 1000 higher,Low,
Apr_2023,n_128,n_132,Same,,"incentives' would need to be more precisely defined to make a reasonable qualitative assessment (expect that even with a more precise definition, a quantitative assessment would be difficult unclear the study was very specific)",Medium,
Apr_2023,n_128,n_136,Same,UK Government,"Difficult to quantify and give a qualitative assessment as ""incentives"" is too vague and efforts do not necessarily have to be aimed towards nursery capacity.",Low,
Apr_2023,n_129,n_137,Same,,"see justification, direction",Medium,
Apr_2023,n_130,n_131,Same,,Natural regeneration of trees' is too general to assess this relationship qualitatively or quantitatively ,Medium,
Apr_2023,n_131,n_111,Same,,Variable B should impact A.,Low,
Apr_2023,n_131,n_162,Opposite,Annual Reviews,"""Habitat fragmentation"" is a very general term - not possible to assess quantitatively or qualitatively ",Medium,
Apr_2023,n_131,n_64,Same,,,Medium,
Apr_2023,n_131,n_126,Same,Forestry (Journal),"Varies by type of tree. Source includes some values for three different tree types (table 3): 
Carbon sequestration rates, kg carbon per tree per annum",High,720237.pdf (silverchair.com)
Apr_2023,n_131,n_70,Same,Woodlands Trust,"Suggest that this is High - difficult to measure quantitatively (same response as for hedgerows, given that hedgerows are a type of tree) 

""Hedgerows are important, not just agriculturally for boundaries, crop management, water control and defence. They also have ecological importance, they support wildlife and insects, and can help with climate change and mitigate pollution."" (from summary)",Medium,
Apr_2023,n_131,n_71,Opposite,Annual Reviews,"""Habitat fragmentation"" is a very general term - not possible to assess quantitatively or qualitatively ",Medium,
Apr_2023,n_131,n_157,Same,Bangor University,"Complex relationship, mediated by many factors (including how saturated the soil is)

""There will always be limits to the capacity of land to store water. Using the analogy of a sponge, prolonged rainfall will eventually completely saturate soil so that the rate of water flowing out equals the rate of water flowing in. Therefore, while tree planting can 
reduce the rate of water flow from the land into 
streams during short periods of rainfall, it does 
not necessarily mean that it will continue to do 
so during the long-duration rain events that can 
lead to the most serious floods.""",Medium,
Apr_2023,n_131,n_133,Same,,,Medium,
Apr_2023,n_131,n_78,Same,,,Low,
Apr_2023,n_131,n_160,Opposite,Bangor University,"Links have been established, but the evidence is not fully clear: 

""The work at Pontbren did not test the effect 
of tree species or soil type, which will be key factors in determining root morphology and depth, 
in turn altering infiltration rates, run-off and potential water storage in the B soil horizon.""",Low,Ford_H_et_al_Trees_water_storage_and_flooding.pdf (bangor.ac.uk)
Apr_2023,n_132,n_131,Same,,1:1 relationship. Increase rate of planting by 1000 trees per year and the number of trees at year end will be 1000 higher,Medium,
Apr_2023,n_133,n_135,Opposite,,Resilience to pest and diseases' is too general to assess relationship quantitatively or qualitatively. Relationship effect variable depending on what pests/diseases,Low,
Apr_2023,n_134,n_111,Opposite,,,Low,
Apr_2023,n_134,n_70,Same,,,Low,
Apr_2023,n_134,n_132,Opposite,,,Low,
Apr_2023,n_135,n_131,Opposite,,1 tree death leads to 1 less tree,Low,
Apr_2023,n_136,n_132,Same,,Difficult to assess qualitatively or quantitatively.,Medium,
Apr_2023,n_137,n_127,Same,,,Medium,
Apr_2023,n_138,n_131,Opposite,,Simple relationship - 1 hectare of developments on previously forested area leads to a 1 hectare reduction in land available for trees,Low,
Apr_2023,n_139,n_127,Same,,,High,
Apr_2023,n_140,n_68,Opposite,Ubiquity Press,"See 'justification, direction' - not clear on the direction. Both variables are general, which makes a specific assessment of the relationship not possible",Low,
Apr_2023,n_140,n_145,Same,Ubiquity Press,"See 'justification, direction' - not clear on the direction. Both variables are general, which makes a specific assessment of the relationship not possible",Low,
Apr_2023,n_141,n_1,Same,,1:1 relationship (1 tCO2e increase from urban areas leads to 1tCO2e increase in net carbon emissions),Medium,
Apr_2023,n_142,n_144,Same,,Both terms would need to be defined more precisely to make a qualitative or quantitative assessment of the relationship (e.g. there are many different types of civil infrastructure),Medium,
Apr_2023,n_143,n_148,Same,,"Complex relationship - depends on availability of land to build on, planning permissions, supply of existing houses etc. ",High,
Apr_2023,n_144,n_141,Same,,"Depends on the specific type of urbanisation, there are many factors that could mediate this impact - which make it difficult to estimate quantitatively or qualitatively",Medium,
Apr_2023,n_144,n_113,Same,,Could be a positive relationship but doesn't necessarily mean that this will be on peatland,Low,
Apr_2023,n_144,n_68,Same,Centre of Expertise for Water,Both terms would need to be defined more precisely to make a qualitative or quantitative assessment of the relationship,Low,
Apr_2023,n_144,n_71,Same,Forest Research,"Qualitative impact could be high, however, too difficult to estimate as both terms are (very general) and relationship is likely to be mediated by many factors (type of habitat being urbanised, whether the demand actually leads to urbanisation, type of urbanisation)",Low,
Apr_2023,n_144,n_147,Same,,"Size of the relationship varies significantly, mediated by many factors. E.g. where the land is located, what 'urbanisation' is allowed (has approval) to occur on that land",Medium,
Apr_2023,n_144,n_162,Opposite,,1 hectare of land that is urbanised is one hectare of land that is less able to be used for land use change,Medium,
Apr_2023,n_145,n_141,Opposite,,Expect that 'efficiency' relates to emissions intensity. Variable A would need to be defined more precisely in order to make a qualitative of quantitative assessment,High,
Apr_2023,n_146,n_144,Same,,Both terms would need to be defined more precisely to make a qualitative or quantitative assessment of the relationship (e.g. there are many different types of industrial infrastructure),Medium,
Apr_2023,n_147,n_17,Opposite,,"See 'justification, direction' - not clear on the direction",Medium,
Apr_2023,n_148,n_141,Same,,"Specific impact size depends on many factors (type of house built + materials, whether occupants are moving from a less efficient house to a new/more efficient house etc). Would need to be more precisely defined",Medium,
Apr_2023,n_148,n_150,Same,,"see 'justification, other'",High,
Apr_2023,n_149,n_89,Same,,,High,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1049919/UKInt-27Jan2022.ods
Apr_2023,n_149,n_22,Same,,"Note: This is the total food crop demand (production - exports + imports) / population. Includes cereal crops only (not non-cereals like legumes or alternative protein crops). Note that this is total demand for food crops, and all of this will not necessarily be converted to food for people (i.e. some will go to livestock feed etc)",High,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1056622/AUK-chapter7dataset-22feb22.ods
Apr_2023,n_149,n_143,Same,,"Note: This is the total food crop demand (production - exports + imports) / population. Includes cereal crops only (not non-cereals like legumes or alternative protein crops). Note that this is total demand for food crops, and all of this will not necessarily be converted to food for people (i.e. some will go to livestock feed etc)",High,
Apr_2023,n_150,n_140,Same,"Texas A&M University,
 Yale University,
 Arizona State University",Difficult to provide a quantitative and qualitative assessment as research indicates the size of developments tend to stay the same despite growing rates of urban expansion with small-medium and large urban centres expanding at similar rates over time.,Low,"Trends in urban land expansion, density, and land transitions from 1970 to 2010: a global synthesis - IOPscience"
Apr_2023,n_150,n_144,Same,,Not quantifiable - suggest that B should affect A,High,
Apr_2023,n_151,n_68,Same,Scottish Government,Agricultural runoff is a type of diffuse pollution - therefore a 1 unit increase in agricultural runoff/erosion implies a one unit increase in diffuse pollution,Medium,
Apr_2023,n_151,n_79,Opposite,Queensland Government,"Difficult to assess quantitatively - mediated by many factors (and runoff/erosion are different things). Given there is a well established link erosion and soil health though, and that this particularly impacts top soil (which is the most production part of the soil) - suggest there is a strong link",Medium,
Apr_2023,n_151,n_80,Opposite,European Court of Auditors,Need more precise definitions of both variables in order to be quantified or assess qualitatively.,Low,
Apr_2023,n_151,n_161,Opposite,European Court of Auditors,"Difficult to  provide a quantitative and qualitative assessment as the magnitude of the relationship depends on many factors - chemicals/pesticides used on crops, proximity to water sources etc. Too difficult to assess qualitatively or quantitatively ",Medium,
Apr_2023,n_152,n_155,Same,NASA,"Not possible to quantify (depends on severity of droughts, and many factors specific to the environment) but suggest this impact is high - well established, strong link",Low,
Apr_2023,n_152,n_120,Opposite,US Geological Survey,"Difficult to  provide a quantitative and qualitative assessment as there are different types of droughts and the effect on the water table is likely to vary due to many factors. Therefore, not possible to estimate a qualitative or quantitative impact

""The term ""drought"" has different meanings to different people, depending on how a water deficiency affects them. Droughts have been classified into different types such as meteorological drought (lack of precipitation), agricultural drought (lack of soil moisture), or hydrologic drought (reduced streamflow or ground-water levels). It is not unusual for a given period of water deficiency to represent a more severe drought of one type than another type. For example, a prolonged dry period during the summer may substantially lower the yield of crops due to a shortage of soil moisture in the plant root zone but have little effect on ground-water storage replenished the previous spring. On the other hand, a prolonged dry period when maximum recharge normally occurs can lower ground-water levels to the point at which shallow wells go dry.""",Low,https://pubs.usgs.gov/circ/circ1186/html/boxb.html
Apr_2023,n_152,n_121,Opposite,US Geological Survey,"Difficult to  provide a quantitative and qualitative assessment as there are different types of droughts and the effect on the water table is likely to vary due to many factors. Therefore, not possible to estimate a qualitative or quantitative impact

""The term ""drought"" has different meanings to different people, depending on how a water deficiency affects them. Droughts have been classified into different types such as meteorological drought (lack of precipitation), agricultural drought (lack of soil moisture), or hydrologic drought (reduced streamflow or ground-water levels). It is not unusual for a given period of water deficiency to represent a more severe drought of one type than another type. For example, a prolonged dry period during the summer may substantially lower the yield of crops due to a shortage of soil moisture in the plant root zone but have little effect on ground-water storage replenished the previous spring. On the other hand, a prolonged dry period when maximum recharge normally occurs can lower ground-water levels to the point at which shallow wells go dry.""",Low,https://pubs.usgs.gov/circ/circ1186/html/boxb.html
Apr_2023,n_152,n_158,Same,,"Not possible to make a reasonable qualitative or quantitative assessment. Depends on the length/severity of droughts, region, farming system",Medium,
Apr_2023,n_152,n_110,Same,,"Not possible to make a reasonable qualitative or quantitative assessment. Depends on the length/severity of droughts, region, farming system",Medium,
Apr_2023,n_153,n_155,Same,UN,"Difficult to quantify given variables are not precisely defined. However, this report suggests - 

""Extreme wildfires are set to become more frequent, increasing by around 50% by the end of this century, according to a new UN report. ""

Note that rise in extreme heat events are an important contributor to this, but other factors contribute - such as land use changes. And different regions are impacted differently (Artic much more heavily impacted that Europe)",Medium,https://www.unep.org/resources/report/spreading-wildfire-rising-threat-extraordinary-landscape-fires
Apr_2023,n_153,n_102,Same,Springer Science+Business Media,"Difficult to assess qualitatively or quantitatively - mediated by many factors. Given there is a well established link between heat and livestock stress though, suggest this is a 'high'/strong relationship",Low,
Apr_2023,n_153,n_122,Opposite,IUCN UK Peatland Programme,"Not quantifiable - depends on the types of peatland, and the specific effects of droughts still seem to be unclear. However, some effect has been established. (see text below, from pg. 34 of link)

""A significant future challenge is to understand how various climate scenarios, such as increased temperatures, summer droughts and higher intensity rainfall events are likely to affect peatlands. A lowering of mean water tables and oxidation of peat is likely to result in increased growth and competition from vascular plants which, in marginal climatic zones for peat formation, could make restoration to active bog challenging. In damaged blanket bogs, warmer drier summers, as predicted by climate change models, will lead to a drying of peat surface layers and an increase in wildfire (Garnett et al 2000; Yallop et al 2006; Worrall et al 2009)""",Low,"https://www.iucn-uk-peatlandprogramme.org/sites/www.iucn-uk-peatlandprogramme.org/files/Review%20Peatland%20Restoration,%20June%202011%20Final.pdf"
Apr_2023,n_153,n_158,Same,"Cranfield University, funded through the UK Droughts & Water Scarcity (D&WS) programme",See pg. three of source - close link between extreme heat events (drought) and irrigation demands,Medium,archive (nfuonline.com)
Apr_2023,n_153,n_35,Opposite,IPCC,Terms are too general and would need to be defined more precisely in order to be quantitatively or qualitatively assessed. ,Medium,
Apr_2023,n_154,n_151,Same,,"Magnitude of the relationship depends on many factors - one key factors is soil water storage capacity / water and drainage infrastructure (creeks, dams, contour banks) etc. ",Low,
